Customer_ID,First_Name,Last_Name,Gender,Age,Country,City,Email,Phone_Number,Customer_Segment,Annual_Income_USD,Account_Creation_Date,Total_Purchases,Avg_Purchase_Value_USD,Last_Purchase_Date,Customer_Satisfaction_Score,Support_Tickets_Raised,Support_Tickets_Resolved,Email_Open_Rate,Churn
CUST_0147,Zachary,Fernandez,Female,37,Switzerland,Brandonberg,torreselizabeth@example.com,001-963-579-0690,Enterprise,22100,2025-09-19,14,1280.68,2025-09-18,3,1,1,0.17,No
CUST_0148,Jason,Shaffer,Female,46,Palestinian Territory,Stoneville,okirk@example.com,585.793.5922x012,SME,130153,2025-09-10,7,1444.05,2025-09-23,4,1,1,0.51,No
CUST_0149,Jill,Johnson,Male,68,Sudan,Hoffmanside,terrychristine@example.net,5269068516,Enterprise,81997,2022-01-04,12,888.2,2024-12-23,5,1,1,0.42,No
CUST_0150,Lisa,Thompson,Male,62,Burkina Faso,Blaketown,ewilliams@example.com,(567)514-7820,Corporate,48172,2021-01-16,13,647.56,2025-08-29,1,1,1,0.22,Yes
CUST_0151,Michael,Vazquez,Female,63,Ireland,Reedberg,daniellucas@example.com,353.734.7355,Retail,40132,2023-09-18,8,1926.32,2025-09-03,3,3,3,0.72,Yes
CUST_0152,Jill,Serrano,Male,27,Kuwait,Jesusview,velezmark@example.com,982-749-7538,Corporate,137861,2023-04-29,9,1930.75,2025-08-31,2,1,1,0.63,No
CUST_0153,Scott,Anderson,Male,60,Zimbabwe,South Robertfort,robertking@example.com,+1-432-539-4262x595,Corporate,38199,2025-04-11,15,614.4,2025-07-30,3,3,0,0.1,No
CUST_0154,Miranda,Walton,Female,51,Tuvalu,North Shariland,dayjames@example.org,001-745-210-9181,SME,56609,2024-09-12,10,985.27,2025-04-06,5,1,1,0.93,Yes
CUST_0155,Erica,Smith,Other,43,Micronesia,Carterside,william80@example.com,001-239-938-4396x64520,Retail,62965,2022-05-23,9,1947.05,2025-07-13,1,3,3,0.56,No
CUST_0156,Brandon,Russell,Male,58,Israel,Joshuafort,cummingsrichard@example.com,001-990-401-0886x408,Corporate,28016,2022-08-28,10,59.49,2024-11-25,3,0,0,0.25,No
CUST_0157,John,Dominguez,Female,66,Gabon,Rubenfort,patriciacunningham@example.net,001-521-293-2895x1875,Retail,59779,2025-08-08,16,854.72,2024-11-11,5,2,1,0.21,Yes
CUST_0158,Emily,Huynh,Female,20,Timor-Leste,Lake Carla,guerrerobrittany@example.com,447.456.9090,Retail,122797,2023-07-20,9,245.89,2024-11-01,2,5,3,0.14,No
CUST_0159,Christina,Brown,Male,23,Western Sahara,South Matthew,talvarez@example.org,3472289495,SME,51881,2024-07-25,5,1042.86,2025-04-02,4,2,2,0.42,No
CUST_0160,David,Adams,Female,22,Slovenia,West Carmenhaven,christopher15@example.com,+1-464-744-7342x7992,Corporate,102594,2023-02-11,6,98.11,2025-05-20,2,0,0,0.14,No
CUST_0161,Jesse,Jones,Male,22,Gibraltar,West Brandon,rfuller@example.net,001-650-237-4491,Retail,44472,2021-02-26,11,843.45,2025-03-01,1,3,1,0.42,Yes
CUST_0162,Joseph,Walker,Female,64,Guyana,Lake Robertport,jasonowens@example.net,721.861.7572,Retail,126882,2021-08-17,9,480.36,2025-02-02,2,3,1,0.15,Yes
CUST_0163,Dominique,Moreno,Female,40,Guyana,South Ricardo,christopher70@example.org,853-512-6398,Corporate,120462,2021-03-22,13,1089.95,2025-05-04,2,2,1,0.66,No
CUST_0164,Amber,Garcia,Female,66,Panama,North Evan,hannah80@example.net,+1-376-604-9215x76961,SME,71813,2023-09-21,12,1992.19,2025-03-16,2,4,1,0.79,No
CUST_0165,Katelyn,Ball,Male,26,Guadeloupe,Hatfieldbury,kentjames@example.org,9645913008,SME,120368,2022-08-15,6,1611.05,2024-12-02,2,1,1,0.55,No
CUST_0166,Gregory,Ford,Female,52,Aruba,Port Staceyland,laura63@example.net,533.251.1667x4810,Enterprise,146731,2025-05-26,13,1699.0,2025-04-16,1,2,2,0.68,No
CUST_0167,Eileen,Williams,Male,37,Guinea-Bissau,Port Jasmine,cpowell@example.net,612-674-1864,SME,56021,2023-10-27,8,1288.77,2024-12-28,5,3,0,0.94,No
CUST_0168,Preston,Armstrong,Male,66,Congo,Samanthafort,andrewsemily@example.org,(464)773-1999,Retail,74131,2021-09-24,9,131.04,2025-03-05,3,0,0,0.64,No
CUST_0169,James,Barry,Male,59,Sri Lanka,Hayesside,awilson@example.com,271.837.9806x1850,Corporate,44087,2023-12-25,8,453.26,2024-12-22,4,2,0,0.36,No
CUST_0170,Rebecca,Obrien,Female,52,Kenya,Port Allenport,justinwhite@example.net,001-717-919-1847x908,Corporate,32828,2022-01-30,7,1853.88,2025-05-03,3,1,1,0.45,No
CUST_0171,Juan,James,Female,67,El Salvador,New Barry,brianhayes@example.com,+1-598-858-8591x10191,Retail,81610,2024-10-15,12,763.92,2025-06-11,3,1,0,0.86,No
CUST_0172,Janet,Nixon,Male,35,Austria,New Jimmyland,fmyers@example.com,635.455.1078x5879,SME,116664,2023-01-16,3,252.09,2025-04-09,4,1,1,0.13,No
CUST_0173,Julia,Armstrong,Female,34,Montserrat,Phillipsfurt,katie35@example.org,507-226-7753x5053,Retail,143619,2023-03-29,11,1419.69,2025-04-24,1,5,2,0.33,No
CUST_0174,Justin,Munoz,Male,41,Central African Republic,West Melanieburgh,julie71@example.net,(243)975-4500,Enterprise,21401,2023-05-12,16,633.94,2025-01-12,4,4,2,0.58,No
CUST_0175,Matthew,Knight,Female,20,Cote d'Ivoire,Alexandraport,ewalters@example.net,001-203-383-6010x3577,Corporate,105179,2021-04-06,10,574.27,2025-08-19,1,2,2,0.68,No
CUST_0176,Michael,Compton,Male,49,Zimbabwe,Sherrybury,harrisjay@example.net,+1-250-948-4388,Corporate,35193,2023-08-28,11,1996.06,2024-11-28,3,1,1,0.76,No
CUST_0177,Allison,Murphy,Female,52,Ukraine,Gibsonland,lorimurphy@example.org,(476)556-0788,Corporate,112389,2022-12-30,12,1723.37,2024-12-22,1,1,1,0.32,No
CUST_0178,Colleen,Steele,Male,55,Korea,East Melanietown,gabriel93@example.net,+1-967-582-5727x9956,SME,64864,2024-12-29,6,845.48,2025-06-19,5,0,0,0.15,Yes
CUST_0179,Joanne,Ray,Female,30,Luxembourg,Lake Jonathanmouth,calvindavis@example.com,693-391-1390x626,Corporate,40307,2024-07-03,9,1961.51,2025-07-21,4,2,1,0.95,Yes
CUST_0180,Alyssa,Smith,Male,64,Thailand,Jackton,gibbssara@example.com,997.284.1840x70820,Corporate,122518,2021-01-27,13,1317.72,2025-08-15,5,1,1,0.08,No
CUST_0181,Cassandra,Vega,Male,42,Palestinian Territory,North Shelly,summerwilliams@example.org,8666836254,Retail,39611,2024-10-25,12,1496.94,2025-08-12,3,3,2,0.1,No
CUST_0182,Michael,Martin,Male,26,Russian Federation,Port Michael,williamlopez@example.com,898.766.6070x151,Corporate,63791,2025-08-15,14,111.45,2025-02-01,4,4,1,0.49,No
CUST_0183,Mitchell,Cox,Female,21,Bhutan,Michaelton,whitealexander@example.net,233-679-6717x2071,Retail,31950,2021-06-23,12,287.13,2024-12-10,3,2,2,0.82,No
CUST_0184,Brandi,Chang,Female,31,Belgium,Port Nicoleberg,kevin40@example.com,001-459-314-4294x9696,SME,96240,2022-02-26,6,1284.52,2025-01-28,5,1,1,0.77,No
CUST_0185,Robert,Evans,Male,54,Greenland,Mariafurt,greenjonathan@example.com,+1-803-341-3177x4589,Corporate,128647,2022-10-07,10,1803.1,2025-06-17,3,2,2,0.94,Yes
CUST_0186,Gerald,Ruiz,Female,51,Thailand,Riveraside,ortizantonio@example.com,599.957.1910,Corporate,97403,2023-02-11,15,1266.3,2025-04-16,4,3,0,0.14,No
CUST_0187,Stephanie,Shannon,Female,28,Philippines,East Jenniferfort,tyler14@example.org,001-586-478-6317x8754,Retail,22745,2023-02-24,11,311.35,2025-09-30,4,3,1,0.38,No
CUST_0188,Joyce,Mclean,Female,58,Jersey,West Laura,tammyvazquez@example.com,531.734.0613,Retail,75243,2020-11-24,9,275.73,2025-05-14,3,1,1,0.28,No
CUST_0189,Jessica,Murray,Female,20,Estonia,Lake Kristina,erinmiller@example.org,+1-454-735-0850x9901,SME,23866,2025-02-20,15,1696.16,2024-11-15,4,2,2,0.86,No
CUST_0190,Penny,Fisher,Male,45,Cayman Islands,Gouldshire,mcdonaldmelissa@example.net,001-527-909-7851x84768,Retail,52245,2021-04-03,12,321.64,2024-10-11,4,3,3,0.49,No
CUST_0191,Rachel,Vasquez,Male,46,Burundi,South Davidville,spencertrevor@example.net,9033132509,Retail,64724,2024-03-06,10,1064.45,2024-11-10,3,1,1,0.03,No
CUST_0192,Karen,Romero,Female,26,Latvia,South Faithland,usharp@example.com,726-403-5463,Retail,148681,2021-12-22,11,122.37,2025-07-22,5,2,0,0.71,No
CUST_0193,Daniel,Lopez,Female,20,Saint Martin,New Scottborough,charlesnavarro@example.net,001-353-878-1830,Enterprise,91354,2022-10-09,11,207.31,2025-02-11,4,3,1,0.39,No
CUST_0194,Danielle,Terrell,Female,42,Guinea,South Douglasstad,jamestanner@example.com,879-819-8440x938,SME,71374,2022-04-28,7,1361.08,2025-02-11,4,0,0,0.53,No
CUST_0195,Stacey,Hubbard,Male,51,Sweden,Port Kellystad,kiddsophia@example.org,403.697.0681x478,Retail,134397,2021-05-29,10,1393.9,2024-10-22,4,2,2,0.89,No
CUST_0196,Sonya,Morris,Male,29,French Polynesia,Port Sonya,annjackson@example.net,+1-394-585-0822x4457,Retail,137480,2024-07-01,8,715.87,2025-01-11,4,2,2,0.26,No
CUST_0197,Sarah,Mejia,Female,59,French Polynesia,Lake Stephaniemouth,julie03@example.org,001-234-827-3331x36466,Retail,144577,2022-01-29,13,470.44,2025-07-26,3,2,2,0.24,No
CUST_0198,Shawn,Cox,Female,26,Tajikistan,South Jessicaville,lisa10@example.org,(773)401-8556x139,SME,50116,2023-07-08,12,1636.74,2025-02-20,5,1,1,0.26,No
CUST_0199,Caitlin,Booth,Female,32,United States Virgin Islands,South Frederickside,fpatrick@example.net,+1-410-971-7428,Corporate,101029,2023-03-23,13,473.35,2025-09-18,5,3,2,0.34,No
CUST_0200,Kayla,Gonzalez,Female,57,Gibraltar,New Susan,aprilmay@example.org,5374721241,Retail,113574,2025-08-25,9,1106.95,2025-03-12,1,3,3,0.11,No
CUST_0201,Kelly,Stein,Female,42,Barbados,Joseside,summersdiane@example.net,001-336-937-1343x51556,Retail,40447,2021-12-23,10,1938.01,2024-12-28,4,2,2,0.7,No
CUST_0202,John,Marsh,Male,22,United Arab Emirates,Candiceberg,johngarcia@example.com,612.265.1506x3636,Retail,50431,2020-11-19,13,338.31,2024-10-22,4,0,0,0.21,No
CUST_0203,Tamara,Day,Male,28,Mozambique,Coxshire,colleenaguilar@example.net,336.338.3297,Corporate,37908,2025-10-05,11,1884.71,2025-08-03,1,1,1,0.93,No
CUST_0204,Lisa,Young,Female,51,Heard Island and McDonald Islands,Brandonside,vanessa78@example.com,550-566-1285x4785,SME,49336,2020-11-01,12,406.64,2025-02-28,5,3,1,0.22,No
CUST_0205,Angela,Woodard,Female,41,Chile,North Susan,jonesrebecca@example.org,353.774.3986x74004,Retail,60992,2024-04-17,13,1156.51,2024-11-25,2,4,0,0.26,No
CUST_0206,Brittany,Nash,Male,32,Tanzania,South Lisa,ktorres@example.com,847.788.9416x18351,Retail,75350,2021-05-31,11,785.17,2025-02-17,2,0,0,0.3,No
CUST_0207,Katherine,Johnson,Male,55,Andorra,West Sherryville,denise50@example.net,(538)202-8264x24534,Retail,89561,2024-08-11,13,1931.61,2024-11-11,5,0,0,0.77,Yes
CUST_0208,Adam,Cole,Female,25,Botswana,West Theresa,conniebrown@example.com,+1-932-285-8938x39767,Enterprise,137254,2025-03-10,8,583.41,2025-06-23,4,2,1,0.43,No
CUST_0209,Keith,Chavez,Male,22,Guam,East Brian,youngrebecca@example.org,382.422.9437x6283,Retail,71955,2024-06-29,12,829.33,2024-12-12,2,1,1,0.82,No
CUST_0210,Joshua,Cohen,Male,65,Eritrea,New Gary,qsanchez@example.com,556-413-1185x820,SME,81240,2024-07-06,7,1966.58,2025-06-15,3,2,2,0.78,No
CUST_0211,Jason,Chambers,Female,43,Pitcairn Islands,Masontown,natasha50@example.org,246-447-2616x5137,Corporate,40093,2023-11-23,11,1096.12,2025-02-08,3,1,1,0.93,No
CUST_0212,Samuel,Mcconnell,Female,35,French Polynesia,Henryville,nancy19@example.org,590-615-6604,Retail,26155,2021-03-20,7,1030.13,2025-07-03,1,0,0,0.76,No
CUST_0213,Tyler,Johnson,Female,23,Korea,East Joan,lbrown@example.net,(506)993-7765,Retail,66607,2023-03-16,16,552.67,2025-03-13,5,0,0,0.05,No
CUST_0214,Craig,Mendoza,Male,54,Luxembourg,East Kimberlychester,ronaldmurray@example.com,280-329-0929x340,Retail,53487,2023-08-31,8,1417.66,2025-07-22,5,1,1,0.84,No
CUST_0215,Anne,Doyle,Female,65,South Georgia and the South Sandwich Islands,North Jamie,stephanie80@example.net,553.553.2262x8703,Corporate,133194,2023-07-15,9,78.03,2025-03-08,2,1,1,0.94,No
CUST_0216,William,Johnson,Male,30,Algeria,Matthewmouth,tammy72@example.org,(262)983-4166x0205,SME,75668,2023-11-03,8,146.55,2025-08-17,4,4,1,0.99,No
CUST_0217,Kyle,Chen,Male,45,Armenia,North Kristiton,douglaspratt@example.net,001-461-529-1867,Corporate,40963,2024-08-06,8,1218.75,2025-03-04,5,0,0,0.13,Yes
CUST_0218,Jennifer,Flores,Female,22,Anguilla,Parkmouth,jeffrey24@example.net,(606)481-9275,Corporate,70124,2025-01-21,8,716.27,2024-12-25,2,1,1,0.61,No
CUST_0219,Preston,Whitehead,Female,30,Belarus,Lewisshire,tbrown@example.net,+1-209-386-0654x2876,Retail,72870,2025-03-20,11,1908.97,2024-11-16,2,3,1,0.2,No
CUST_0220,Isabella,Adams,Female,34,Dominican Republic,Westburgh,kennedychristian@example.net,487-301-2383,Enterprise,76547,2022-11-15,11,1811.22,2024-12-29,5,7,1,0.26,No
CUST_0221,Eric,Beck,Female,67,Heard Island and McDonald Islands,South Jacqueline,ericrivera@example.net,001-747-317-3716,SME,84110,2021-03-24,8,1441.73,2025-10-06,2,0,0,0.75,No
CUST_0222,Robert,Conley,Female,57,Central African Republic,Larsonborough,laura41@example.org,8147913243,Retail,73554,2022-08-18,11,1645.38,2025-01-20,1,5,3,0.98,No
CUST_0223,David,Mitchell,Male,62,Saint Barthelemy,North Elizabethton,matthewwolfe@example.net,(386)373-6672,Enterprise,40936,2023-03-06,8,1351.3,2024-10-19,1,1,1,0.59,No
CUST_0224,David,Costa,Male,49,Finland,Port Ashleyland,kylekhan@example.com,+1-655-342-5961x351,Corporate,136895,2023-03-07,12,294.89,2025-03-10,5,1,1,0.85,Yes
CUST_0225,Suzanne,Watson,Male,46,Burundi,East Ricky,zmyers@example.com,+1-332-965-6608x2241,Corporate,24426,2025-08-13,8,1542.81,2025-09-22,4,3,1,0.01,No
CUST_0226,Brian,Dougherty,Male,68,Mali,Davisville,leah99@example.org,(720)565-6231x7487,SME,108839,2024-01-12,13,459.87,2025-04-26,1,2,2,0.04,No
CUST_0227,Michael,Miller,Other,20,Bolivia,Lake Laura,bennettchristie@example.org,(806)629-6986x322,SME,130816,2024-08-20,6,680.71,2024-11-25,1,0,0,0.6,No
CUST_0228,Lisa,Delacruz,Male,57,Somalia,East Mary,robert62@example.org,(633)869-6723x05074,Corporate,47606,2025-01-01,14,1647.51,2024-10-11,5,1,1,0.39,No
CUST_0229,Rebecca,Parrish,Female,51,Syrian Arab Republic,West Susanmouth,laura19@example.com,+1-447-552-6062x88024,Retail,67832,2022-07-02,9,1096.22,2025-02-11,3,1,0,0.89,Yes
CUST_0230,Christopher,Guerrero,Female,57,North Macedonia,Port Stephanieland,sarah83@example.org,(895)745-7996,Retail,48151,2020-12-25,6,1726.88,2025-01-25,2,0,0,0.3,No
CUST_0231,Robin,Scott,Female,44,French Guiana,South David,jasmine80@example.com,309-635-8053x776,Enterprise,99303,2025-07-17,12,465.42,2025-07-29,1,0,0,0.43,Yes
CUST_0232,Betty,Clark,Female,30,Iran,West Williamburgh,carrillotara@example.org,(318)787-2406x0004,Retail,31308,2024-06-12,8,1235.17,2024-10-14,3,3,0,0.53,No
CUST_0233,Robert,Bailey,Female,62,Mongolia,Martinstad,lynn93@example.com,001-947-770-0499x9567,Retail,129781,2024-03-08,15,213.39,2025-04-22,4,3,0,0.27,No
CUST_0234,Christina,Gill,Female,50,Myanmar,Santanashire,sherri66@example.com,930.272.1375x0776,Corporate,82522,2023-11-02,15,1303.97,2024-10-30,3,4,2,0.91,Yes
CUST_0235,Katelyn,Ho,Male,23,Iran,West Kaitlyn,charles40@example.net,+1-461-949-4199x44990,Corporate,143523,2020-11-09,8,1536.94,2025-08-16,5,2,1,0.46,Yes
CUST_0236,Daniel,Castillo,Female,41,North Macedonia,Ronaldhaven,cunninghamjermaine@example.net,+1-528-891-7095x11521,Corporate,65671,2021-06-26,8,1190.62,2025-04-06,4,1,1,0.42,Yes
CUST_0237,Joshua,Harris,Male,36,South Georgia and the South Sandwich Islands,South Bryan,ambergreen@example.org,986-478-8585x0630,Enterprise,110306,2022-07-04,16,569.15,2025-05-20,4,1,1,0.85,No
CUST_0238,Kristina,Kim,Male,33,Holy See (Vatican City State),Danielside,nicole14@example.net,4718272194,Retail,114108,2024-11-21,10,111.12,2025-10-03,3,3,2,0.31,No
CUST_0239,Alexandra,Miller,Female,57,Slovenia,Erinside,forbeselizabeth@example.org,2106403129,Retail,126984,2021-12-03,7,282.93,2025-02-11,5,2,2,0.82,No
CUST_0240,Nicole,Schultz,Male,45,Tunisia,Delgadoburgh,colinshelton@example.org,705-524-8695,Retail,22204,2022-05-10,14,1263.49,2025-01-31,1,2,2,0.12,No
CUST_0241,Bradley,Gonzalez,Female,50,Egypt,Lake Craigland,erodriguez@example.net,001-556-519-9737,SME,112769,2022-04-19,13,1872.12,2025-01-03,3,2,1,0.18,No
CUST_0242,Amanda,Cooper,Female,65,Jamaica,Whitechester,briley@example.com,310.948.5560x29106,Corporate,107265,2022-03-22,8,452.74,2025-05-26,1,2,2,0.95,No
CUST_0243,Amanda,Parker,Female,58,Fiji,Kennethshire,allenruth@example.com,(382)390-1903,Retail,51131,2023-03-13,9,1483.3,2025-07-25,3,0,0,0.84,No
CUST_0244,William,Ramos,Male,30,United States of America,Dawnland,cwright@example.org,001-283-353-3275x315,SME,72428,2021-12-21,16,1739.58,2025-04-27,1,1,1,0.39,No
CUST_0245,Angela,Ortiz,Male,60,Poland,Chadchester,stephanie90@example.net,+1-875-431-5764x314,SME,53870,2024-01-18,6,1065.72,2025-07-05,3,1,1,0.64,No
CUST_0246,Penny,Nunez,Female,62,Czech Republic,Rodneymouth,staylor@example.org,001-451-956-3799x5985,SME,123547,2020-12-08,17,1355.07,2025-05-02,4,0,0,0.94,No
CUST_0247,Sandra,Jones,Male,42,Bahamas,Emilyland,aarondowns@example.net,908-990-9774,Enterprise,124918,2024-02-21,12,1639.28,2025-01-31,2,3,0,0.21,No
CUST_0248,Christine,Perez,Other,59,San Marino,North Craig,nicolestokes@example.net,001-242-826-5754,Retail,69067,2022-06-04,11,558.32,2024-11-26,4,4,3,0.06,No
CUST_0249,Elizabeth,Weber,Other,53,Falkland Islands (Malvinas),Port Phillipville,jenniferharper@example.org,+1-741-374-6912,SME,78585,2023-01-04,9,628.95,2025-09-22,1,1,1,0.54,No
CUST_0250,Tammy,Schneider,Female,44,Monaco,Jacksonfurt,marie47@example.org,+1-325-463-0286x0353,Corporate,127011,2025-04-11,7,51.22,2025-09-12,5,5,3,0.14,No
CUST_0251,Christopher,Sellers,Male,55,Sudan,North Jamesfort,adam24@example.com,(424)359-1295x596,SME,132217,2021-08-12,11,1928.03,2025-06-09,4,0,0,0.19,No
CUST_0252,George,Richardson,Male,24,Pitcairn Islands,Lindsayview,iwyatt@example.net,(232)664-1632,SME,41607,2021-01-31,14,1839.21,2024-11-11,2,2,2,0.89,No
CUST_0253,Brian,Huffman,Female,22,Kenya,North Stephenchester,leroywatkins@example.com,(393)896-4077x37416,SME,44968,2021-08-21,12,1540.91,2024-10-26,1,0,0,0.01,No
CUST_0254,James,Moore,Male,60,Grenada,West Kathleenmouth,scott48@example.org,250-542-8413,Corporate,118934,2024-07-05,5,204.2,2025-07-09,4,7,1,0.82,No
CUST_0255,Patrick,Lopez,Male,62,Trinidad and Tobago,Franklinport,chelsey10@example.com,6459607829,Retail,31908,2021-10-30,13,922.63,2024-11-26,3,4,2,0.52,No
CUST_0256,Tiffany,Henry,Female,68,Poland,Parkbury,gary20@example.com,237-736-0616,Corporate,46423,2024-10-16,4,248.69,2024-11-06,5,1,0,0.56,No
CUST_0257,Jennifer,Thomas,Female,48,Kuwait,Clarkmouth,jeremy86@example.com,9464171689,Enterprise,129151,2021-06-02,5,81.04,2025-08-06,1,0,0,0.67,No
CUST_0258,Karl,Porter,Female,40,Greenland,Lake Travis,monicamartin@example.net,+1-561-590-7307x864,Enterprise,94707,2024-02-09,11,1251.56,2024-11-28,4,1,1,0.43,No
CUST_0259,Nicholas,Robertson,Female,59,United States of America,Port Justin,kathy81@example.org,001-795-271-9903x5093,Retail,98257,2021-03-17,9,1923.62,2025-02-01,1,2,1,0.12,No
CUST_0260,Jennifer,Lowe,Male,27,Niger,North Josephport,rschultz@example.org,001-966-205-3299x8544,Retail,146282,2025-07-02,7,1810.59,2024-10-21,3,4,2,0.1,No
CUST_0261,Ariana,Lee,Female,49,Guatemala,Desireehaven,bdillon@example.net,703.471.2089x0566,Retail,81215,2021-12-16,5,1408.67,2025-06-09,2,1,1,0.75,No
CUST_0262,Alexa,Day,Other,60,Greece,North Carly,katherineyoung@example.net,001-880-280-4712x671,SME,75835,2025-02-09,10,238.45,2024-12-03,4,0,0,0.22,No
CUST_0263,Kelly,Romero,Male,47,Suriname,Loriborough,franklineric@example.org,(659)631-6514,SME,69429,2025-06-23,6,584.62,2024-10-27,1,2,0,0.03,No
CUST_0264,Elizabeth,Brown,Female,56,Niue,Rogersburgh,amandaharris@example.net,484-496-8448x82202,Retail,102152,2024-07-18,13,674.11,2025-03-18,1,1,1,0.98,No
CUST_0265,Joseph,Lopez,Female,48,Kazakhstan,Clarkland,mnichols@example.com,204-479-7271x0217,Corporate,128048,2022-02-14,9,1538.14,2025-03-16,1,2,2,0.98,No
CUST_0266,Valerie,Gordon,Female,35,Peru,Jenniferville,lauraharrison@example.net,352-854-8371,SME,58458,2022-05-08,11,1614.39,2025-06-22,2,0,0,0.38,No
CUST_0267,Jonathan,Simpson,Female,53,Turkey,New Miguel,jonathan50@example.com,(911)588-0908x4336,SME,66169,2024-03-09,6,800.96,2024-10-27,1,0,0,0.03,No
CUST_0268,Kaitlyn,Lang,Female,19,Lao People's Democratic Republic,Rodriguezborough,donald90@example.org,358-499-4370x4813,Corporate,27659,2022-07-10,8,864.87,2025-06-23,5,0,0,0.73,No
CUST_0269,Tommy,King,Male,31,Greenland,New Stevenfurt,daguilar@example.com,219-427-8503,Corporate,80614,2024-12-24,4,136.79,2024-11-27,5,1,1,0.83,No
CUST_0270,Jasmine,Swanson,Male,30,Maldives,North Loganmouth,ysmith@example.org,+1-285-925-9223x841,Corporate,128905,2022-02-10,8,613.82,2025-07-29,1,2,1,0.13,No
CUST_0271,Peggy,Richards,Female,46,Brazil,Kyleborough,gregory76@example.com,(286)610-0350x5643,Retail,97240,2021-02-18,11,930.01,2024-10-21,5,4,2,0.14,No
CUST_0272,Michael,Smith,Female,29,Uruguay,Danielfurt,reneecruz@example.com,+1-553-956-2568x19917,Corporate,52793,2025-05-25,14,278.12,2024-12-25,4,3,1,0.82,No
CUST_0273,Allen,Garza,Female,56,Taiwan,Butlerbury,pwolfe@example.com,611-371-9148,Corporate,133688,2021-05-25,7,933.87,2025-04-09,5,4,4,0.92,Yes
CUST_0274,Isaac,Wilson,Female,19,Latvia,North Janet,smithricky@example.org,(812)804-4792,SME,66473,2021-10-28,13,1713.69,2025-09-11,1,5,2,0.79,No
CUST_0275,Timothy,Cox,Female,49,Botswana,Lake Sarahbury,michael39@example.org,313.469.7008,Corporate,116762,2024-03-12,12,1183.58,2025-06-04,3,0,0,0.2,No
CUST_0276,Shawn,Walton,Female,30,Russian Federation,North Nicole,reneelee@example.net,878.552.1681x92354,SME,109388,2021-09-26,7,203.91,2024-12-26,4,3,2,0.41,No
CUST_0277,Sherry,Ramirez,Female,63,Romania,South Adriana,tramirez@example.org,3569359935,Retail,117618,2021-10-29,16,423.76,2024-12-05,2,2,2,0.6,No
CUST_0278,Amy,Fields,Female,44,Cameroon,North Jody,olsonshawn@example.org,729.396.6620x3187,Corporate,108330,2024-09-01,8,975.36,2024-11-01,1,1,1,0.16,No
CUST_0279,Ryan,Schneider,Female,66,Tajikistan,Crosbystad,nicholas05@example.com,(932)997-7981,Retail,126956,2024-05-09,9,754.9,2025-07-24,2,1,0,0.21,No
CUST_0280,Nichole,Osborne,Female,58,Sudan,Goldenberg,alarson@example.com,001-803-506-0191x94084,Retail,138452,2024-10-31,10,749.52,2025-03-22,3,1,1,0.28,No
CUST_0281,Carmen,Williams,Female,34,Christmas Island,Lake Donnaberg,qsmith@example.com,+1-595-901-3603x1213,SME,75751,2025-09-21,8,1082.07,2024-11-08,2,4,1,0.51,No
CUST_0282,Sandra,Wilson,Male,57,Sao Tome and Principe,Bridgetfurt,cummingsjennifer@example.net,001-961-305-9842x47685,Enterprise,146311,2025-02-04,8,1189.57,2025-06-29,1,5,3,0.51,No
CUST_0283,Holly,Mitchell,Male,48,Tajikistan,North Justin,sandrawright@example.net,714.806.8910x0546,Retail,98915,2024-01-24,6,1603.88,2024-10-22,1,0,0,0.81,No
CUST_0284,Amanda,Carrillo,Male,51,Dominica,Gabrielaborough,murphyanthony@example.com,001-422-240-9293x4731,Corporate,74254,2024-01-24,10,714.88,2025-02-04,3,2,1,0.75,No
CUST_0285,Debra,Sullivan,Female,41,Dominica,West Helenland,david49@example.org,+1-845-791-6705,SME,27006,2024-01-09,5,1620.66,2025-10-04,1,2,0,0.91,No
CUST_0286,Shannon,Nelson,Male,62,Italy,Stevenfurt,gmoore@example.com,001-930-753-6671x901,Retail,138171,2025-06-12,19,710.29,2025-06-05,3,5,1,0.83,Yes
CUST_0287,Rebekah,Watts,Male,52,Nigeria,Ryanside,susan85@example.net,+1-386-661-7967x4693,Corporate,136682,2021-05-25,8,158.09,2025-02-15,3,0,0,0.25,No
CUST_0288,Vincent,Gallagher,Female,65,Micronesia,Guzmanview,singletonscott@example.net,(524)355-4815,SME,94218,2025-04-19,9,1130.67,2025-02-15,1,0,0,0.33,No
CUST_0289,Ricardo,Haas,Male,23,Norway,West Angelica,ethan66@example.org,235.287.3227x066,Corporate,85344,2023-03-04,8,1196.41,2025-05-07,5,4,1,0.5,No
CUST_0290,John,Larson,Female,36,Gabon,Robertsborough,gjohnson@example.net,001-249-323-1018x0332,Retail,53840,2023-01-10,8,1872.35,2025-09-02,3,3,2,0.01,No
CUST_0291,Joseph,Hill,Male,47,Germany,New Jennifermouth,ppoole@example.org,798.946.2543x03418,Retail,52430,2025-09-21,13,1465.82,2024-11-19,1,2,2,0.9,No
CUST_0292,Andrea,Compton,Male,24,Russian Federation,Jamesberg,johnwells@example.org,6623562777,SME,43091,2021-11-14,9,1839.66,2025-02-07,5,4,3,0.04,No
CUST_0293,Madison,Boyer,Female,27,Guernsey,North Dylan,acostajanet@example.net,+1-870-510-5939x62586,Corporate,146053,2021-02-12,11,1821.28,2025-05-17,3,1,1,0.32,Yes
